title,artist,lyrics,emotion
Hepsi Bir Nefes,maNga,"[Nakarat] Ey kör, anla bu yer bu gök boş Bırak onu bunu, gönlünü hoş tut, hoş Şu durmadan dağılan alemde Hepsi, hepsi bir nefestir Gerisi boştur, boş [1. Bölüm] Dünya ne verdi ki baksana; hep acı, hep dert Boşver dünde kalsın o acılar dinecek bir gün elbet Yıllar günler gibi akmaya başladığında Kaldır kadehini sen de şairin satırlarına Şu üç günlük dünyada [Nakarat] Ey kör, anla bu yer bu gök boş Bırak onu bunu, gönlünü hoş tut, hoş Şu durmadan dağılan alemde Hepsi, hepsi bir nefestir Gerisi boştur, boş [2. Bölüm] Dünya ne verdi ki baksana; hep acı hep dert Ama ne acı kalacak ne de dert perde kapanınca Zevk almayı öğrenmek gerek çok geç olmadan Kaldır kadehini sen de şairin satırlarına Şu üç günlük dünyada [Nakarat] Ey kör, anla bu yer bu gök boş Bırak onu bunu, gönlünü hoş tut, hoş Şu durmadan dağılan alemde Hepsi, hepsi bir nefestir Gerisi de boş Ey kör, anla bu yer bu gök boş Bırak onu bunu, gönlünü hoş tut, hoş Şu durmadan dağılan alemde Hepsi, hepsi bir nefestir Gerisi boştur, boş [Köprü] Hepsi, hepsi bir nefes Bir nefestir alacağın, hepsi bir nefes Hepsi, hepsi bir nefes Bir nefestir alacağın, hepsi bir nefes Hepsi, hepsi bir nefes Bir nefestir alacağın, hepsi bir nefes Hepsi, hepsi bir nefes Bir nefestir alacağın, hepsi bir nefes [Nakarat] Ey kör, anla bu yer bu gök boş Bırak onu bunu, gönlünü hoş tut, hoş Şu durmadan dağılan alemde Hepsi, hepsi bir nefestir Gerisi boştur, boş Ey kör, anla bu yer bu gök boş Bırak onu bunu, gönlünü hoş tut, hoş Şu durmadan dağılan alemde Hepsi, hepsi bir nefestir Gerisi boştur, boş",üzgün
Gökova,Dr. Skull,"Görüyorum, aðlýyorsun Çürüyen aðaçlar için Petrole bulanmýþ kuþlar gibi Cennet çöle dönüþüyor Bu ne ilk, ne de sondur, dostum Biz ne söylesek boþuna Para yoluna, inat yoluna - yoluna gitti Gökava Hala kulaklarýmdadýr Taþkafalarýn sesleri Cahil kalemlerin gölgesinde Ölüm kokan nefesleri Bu ne ilk, ne de sondur, dostum Biz ne söylesek boþuna Para yoluna, inat yoluna - yoluna gitti Gökava Toz, duman, asit ve kan Bu ne ilk, ne de sondur, dostum Biz ne söylesek boþuna Para yoluna, inat yoluna - yoluna gitti Gökava",üzgün
Tedirgin,Ahmet Kaya,"[1. Bölüm] Sarı sıcak yazlar uzak Dost uzanan eller uzak Karanlıklar kurmuş tuzak Benim sonum dünden belli Haramiler sarmış yolumu Güvercinler muhbir uçar, oy Telden tele fermanım gider Benim sonum dünden belli [Pre-Nakarat] Gözlerim dolar, kan sanırım Betonlar boğar, nefessiz kalırım Şahidim yoktur, perdeler örtük İnanamazsın, ağlarsın [Nakarat](x2) Geceler mi sen, ben mi yorgunum? Mermiler mi sen, ben mi yangınım? Düşlerim tutsak, yüreğim sürgün İçimde bir çocuk tedirgin [Bridge](x2) Suskunum, vurgunum, tedirginim ben Haylanmaz, uslanmaz, tedirgin [2. Bölüm] Dağlarda kar yollar uzak Yar belinden kollar uzak Hasımlarım kurmuş tuzak Benim sonum dünden belli Müfrezeler sarmış yolumu Menekşeler solgun açar, oy Dilden dile fermanım gider Benim sonum dünden belli [Pre-Nakarat] Gözlerim dolar, kan sanırım Betonlar boğar, nefessiz ağlarım Şahidim yoktur, perdeler örtük İnanamazsın, ağlarsın [Nakarat](x2) Geceler mi sen, ben mi yorgunum? Mermiler mi sen, ben mi yangınım? Düşlerim tutsak, yüreğim sürgün İçimde bir çocuk tedirgin [Bridge](x2) Suskunum, vurgunum, tedirginim ben Haylanmaz, uslanmaz, tedirgin",korku
Motor,Malt (TR),"Dönülmez akşamın ufkundaysan U dönüp ters yöne giremiyorsan Olmuyor diye ağlama Bağır benim gibi Bırak kısılsın sesin Sok lafını, depon dolsun Gazla hiçbir şey olmamış gibi Bir takım laleler aldım İsyan pazarından Arka bahçeler için idealmiş En sarısından Çekilin yolumdan (çekilin yolumdan) Geri geri geliyorum (geri geri geliyorum) Kimler ne kazıklar atmış Camdan bakarken görüyorum Çekilin yolumdan (çekilin yolumdan) Geri geri geliyorum (geri geri geliyorum) Ben artık eski ben değilim Karıştım, değiştim, çok içtim, geliyorum Ahımı alanlar gelsin Boy sırası tek tek dizilsin Ben her zaman söyledim İlahi adalet var dedim Sabrettim, bekledim Doğru zaman gelecek dedim Bazı laleler almıştım İsyan pazarından Tüm gerekenler yapılsın Başlasınlar ön sıradan Çekilin yolumdan (çekilin yolumdan) Geri geri geliyorum (geri geri geliyorum) Kimler ne kazıklar atmış Camdan bakarken görüyorum Çekilin yolumdan (çekilin yolumdan) Geri geri geliyorum (geri geri geliyorum) Ben artık eski ben değilim Çok içtim, geliyorum Çekilin yolumdan (çekilin yolumdan) Geri geri geliyorum (geri geri geliyorum) Kimler ne kazıklar atmış Camdan bakarken görüyorum Çekilin yolumdan (çekilin yolumdan) Geri geri geliyorum (geri geri geliyorum) Ben artık eski ben değilim Karıştım, değiştim, çok içtim, geliyorum",melankoli
Beni Vur,Ahmet Kaya,"[1. Bölüm] Bir ince pusudayım Yolumun üstü engerek Bir garip akşamdayım Sırtımı gözler tüfek Ben senin sokağına Ulaşamam, dardayım O mazlum gözlerine Bakamam, firardayım [Nakarat] Oysa ben bu gece, yüreğim elimde Sana bir sırrımı söyleyecektim Şu mermi içimi delmeseydi eğer Seni alıp götürecektim Beni vur, beni onlara verme Külümü al, uzak yollara savur Dağılsın dağlara, dağılsın bu sevdamız Ama sen ağlama, dur Beni vur, beni onlara verme Külümü al, uzak yollara savur Dağılsın dağlara, dağılsın bu öykümüz Ama sen ağlama, dur [2. Bölüm] Bir ince pusudayım Bu gece zehir zemberek Bir yolun sonundayım Sessizce tükenerek Ah, senin ellerine Uzanamam, yerdeyim O masum hayallere Varamam, ölmekteyim [Nakarat] Oysa ben bu gece, yüreğim elimde Sana bir sırrımı söyleyecektim Şu mermi içimi delmeseydi eğer Seni alıp götürecektim Beni vur, beni onlara verme Külümü al, uzak yollara savur Dağılsın dağlara, dağılsın bu öykümüz Ama sen ağlama, dur Beni vur, beni onlara verme Külümü al, uzak yollara savur Dağılsın dağlara, dağılsın bu öykümüz Ama sen ağlama, dur",korku
Sana Sığınıyorum,Deniz Seki,"Bitti derken hayat yeni başlar Ve her güzel şey gibi çabuk biter Bitti dersen hayat tükenmeden Acısı içinde sürer gider... Yalan, Her şey yalan inan Söz ver bana umudum ol Ver de inanayım geleceğime Ne yana baksam aynı yüzler Ne yeni ne de yenileri Küçücük yüreyimle ben Sana sığınıyorum",üzgün
Her Nerdeysen,Tarkan,"Ne kartpostallar yolladım Arasına resimler koydum Kaç eylül daha geçti, bir cevap alamadım Ama ben bekliyorum...ama yok yazmıyorsun Peki, ozaman öyle olsun Kırılan kalbim olsun Dalgaların, denizlerin, selamı var herkesin Öp dediler yanaklarından, bir kere de bizim için... Nerdeysen, ama nerdeysen Kimleysen, her nerdeysen Radyoda o şarkıyı bu sabah gene dinledim Tam evden çıkıyordum, bir garip oldu içim Ama ben bekliyorum...ama yok gelmiyorsun Peki, ozaman öyle olsun Kırılan kalbim olsun Çocukların, balıkçıların selamı var martıların Öp dediler gözlerinden, bir kere de bizim için... Nerdeysen, ama nerdeysen Kimleysen, her nerdeysen",melankoli
Farklı Rüyalar,Kargo,Zaman hep senin yanında Sıcak bir donukluk kanında Onunla gelmiştin bana Gözlerin hep uzaklarda Ilk kez gibi buluştunuz Son kez gibi seviştiniz Sen istersen sonu gelir Hayatına bir yön verir Farklı rüyalar gibi Farklı dünyalar gibi Farklı rüyalar gibi Mutsuzluğun ortasındasın Ne yapsa da kurtulamazsın Delirdi sen gittin diye Bana ağladı sordu yine Cevapları hiç bulamadım Neden nasıl soramadım Gerçeklerin arkasında Çelişkiler var sonunda Farklı rüyalar gibi Farklı dünyalar gibi Farklı rüyalar gibi,umut
Oyalandık Belki Biz,Bulutsuzluk zlemi,Bu sevda... Bu güzellik... Sen hep böyle Olacak mısın? Ben hep böyle Kalacak mıyım? Yoksa birden Aniden Düşecek miyiz? Bir fotoğraf Siyah beyaz... Bir İstanbul hatırası... Birleşerek Çoğalarak... Gökte bir ay Bir de yıldız... Yıldızımız parıldayıp Coşacak mıyız? Oyalandık belki biz Bu alemde Sanki hepsi bir rüya Bir eğlence Doyumsuz muyduk biz Ki sorular sorduk? Bulutsuzluk aşkımızdı Hep hayaller kurduk,mutlu
Anlamadım Gitti,Deniz Seki,"Ağlar mı güler mi Sevmez mi yoksa sever mi Kalır mı bilmem ki Yoksa kaçar gider mi Aşk dolu gözleri Sorsam huyu güzel mi Doğruyu söyler mi Melek yoksa şeytan mı, yalan mı Rüyada aldatan mı Çocuk mu değil mi Çok bilmişin biri mi Böylesi değilse Aklım hiç ermez diye Aldırmam kimseye Yanılsam bile bile Çıkar yol hangisi Sevmek mi sevilmek mi Sarhoşluk mu içki mi Anlamadım gitti Çıkar yol hangisi Sen mi sensizlik mi Yaşamak mı ölmek mi",aşk
Açılsın Gözlerin,Pilli Bebek,"Çocukça bir rüya görmeli gözlerin Masalsı bir emanet vermeli sözlerin Yaşamın korkusu, eriyip gitmenin Önüne geç ki senin bilinsin kıymetin Açılsın gözlerin Gül, gün güneşle var, görsene... Yağmurun, çisenin, sıradan günlerin Farkını bil ki senin açılsın can evin Açılsın gözlerin Gül, gün güneşle var, görsene... Toprağın rengini sevmeli gözlerin Denize hep sadakat vermeli yüreğin Umarsız gecede gördüğün renklerin Farkını bil ki senin açılsın canevin Açılsın gözlerin Gül, gün güneşle var, görsene... Yağmurun, çisenin, sıradan günlerin Farkını bil ki senin açılsın can evin Açılsın gözlerin Gül, gün güneşle var, görsene...",umut
Paran Yoksa Öl,Rashit,"Selam versek almazlar, rüşvet değildir diye Halimizi sormazlar, aptal olmadık diye Ne varsa hep çaldılar, hırsızlık meslektir diye Hesap sorsak vururlar, hesap soırmak hainliktir diye Düşünceleri belli, ne eksik ne de fazla Paran yoksa yaşamak yasak sana Ya hain olursun, ölürsün sokakta Ya da kahraman olur, vurulursun dağlarda Paran yoksa öl... Yoksullar hep haindir Çünklü aç olan isyan eder Şehitler hep fakirdir Çünkü zenginden olmaz asker Gecekondu çocukları Dağlarda nöbet bekler Başkasının çocuğu yat üstünde karı öper",öfke
Nasılsın İyi misin? Ti-Laï-Laï-Laï,Ajda Pekkan,Tri lay lay li tri lay lay li Tri lay lay li tri lay lay la Nasılsın iyi misin Sorarsam söyler misin Yabancı sen kimsin Çağırsam gelir misin Tri lay lay li tri lay lay li Tri lay lay li tri lay lay la Sen başka ben başka Doğuştan nerelisin Saz başka söz başka Buradan değil misin Tri lay lay li tri lay lay li Tri lay lay li tri lay lay la Yerinden yurdundan Olursan ister misin Aşkında çalarsam Oynarsan sen bizdensin Tri lay lay li tri lay lay li Tri lay lay li tri lay lay la,aşk
Bin Parça,Mustafa Sandal,Kaybolur zamanla kaybolur Kalbinde o kuytu köşelerde geçerken bak Acım orda mı acım hala duruyor mu Uzayıp giden hasrete hiç benziyor mu Neden Bilmem ki gerçekten seven Ben değilmiydim seni birtanem Kabullenip karşındayım Boyun eğdim ey sana kader Ve sonunda kaldım yapayalnız bin parça Hayatın aşk adına öğrettiği bambaşka Kurtulur zamanla kurtulur Dokunur rüzgarıyla geçerken aşk Hüzün orada mı hala yanıyor mu? Bırakıp giden kalbin bizi arıyor mu?,üzgün
Ağalar Ben Bir Güzel Gördüm,Ruhi Su,"Ağalar ben bir güzel gördüm Cennet kadını kadını Desem dile destan olur Demem adını adını İki bülbül geldi öterek Derdini derdime katarak Sevdiğine dem tutarak Eder odunu odunu Gülleri var oymak oymak Olur mu hiç yare doymak Ne bal verir, ne de kaymak Yarin tadını tadını Karacoğlan der gam yüküm Bir güzelde kaldı aklım Zalım engel bozdu fakım Kurdum didini didini",mutlu
Bugün Ayın Işığı,Zara,Bugün ayın ışığı elinde bal kaşığı Gine nerden geliyon da mahlenin yakışığı Vay nerdesin nerdesin kaldır camın perdesin Diyeceğim çok amma da pek kalaba yerdesin Kara poşuna kurban çatık kaşına kurban Yalnız sana değil de arkadaşına kurban Vay vay vay vay pambuğum edasına yandığım Seni hasta diyorlardı nasıl oldun sevdiğim Karşıdan geçti gelin elinde testi gelin Gitme bir yol göreyimde gençliğim geçti gelin Vay ne olur ne olur sevda sırınan olur Gözdür alemi gezer de gönül birinen olur,aşk
Olmaz,Blent Ortagil,"Bir Gün Uyansak ki Olmaz ki Hiç Olmaz Pýrýl Pýrýl Bir Mutluluk Kýpýr Kýpýr Bir Sevnç Var Ýçinde Tabii ki Olmaz Yýllardýr Unutmuþuz Gülümsüyorlar Bana ki Pek Olmaz Daha Tanýþmamýþýz Sevebilmektir Esas Olan Yok Olmaz, Yok Olmaz, Yok! Olmaz... Bir Gün Barýþsak Seninle Olmaz ki Olmaz Kavgamýz Küçücük Kalmýþ Hiçbir Neden Kalmamýþ Zaten Tabii ki Olmaz Silahlarýmýz Bile Paslanmýþ Dinliyoruz Birbirimizi ki Olmaz Oturmuþuz Karþýlýklý Düþünebilmektir Esas Olan Yok Olmaz, Yok Olmaz, Yok! Olmaz Bir Gün Desem ki Sana Olmaz ki Hiç Olmaz Sen de Benim Kadar Haklýsýn Varsayalým ki Hiç Olmaz Sen de Benim Kadar Haklýsýn Varsayalým ki Bir Gün Nedense Hiç Olmaz Sen de Benim Gibi Yaþayacaksýn Bir Paylaþabilsek ki Hiç Olmaz Vermeyi Öðrenmemiþiz Yapabilmektir Esas Olan Yok Olmaz, Yok Olmaz, Yok! Olmaz...",mutlu
Uzaylı,Nil Karaibrahimgil,"Şu gördüğüm şey ufo mu? E ben sana hiç inanmam yalancısın Oturup bişey anlatmam alaycısın Seninle yola çıkılmaz, kolaycısın Küçük şeylere takarsın, olaycısın Bence sen uzaylısın Yok bu gezegenden değil, ışık yılı uzaktasın Senin sırtın yere gelmez Sabancı'sın Benim yaram sana değmez yabancısın Seninle oyun oynanmaz mızıkçısın Yeni birşey de yapmazsın hazırcısın Bence sen uzaylısın Yok bu gezegenden değil, ışık yılı uzaktasın",umut
Gönlünce,Baha,Ayrýldýðýmýz için piþmaným demiþsin Ne olurdu sevgilim bana geri dönseydin Pembe anlar baþladý þimdi mevsim bahar Yanýmda yoksan eðer üstüme karlar yaðar Renkmiþ ýþýkmýþ umurumda deðil Þimdi ne deniz mavi nede yapraklar yeþil Gökyüzüne bak sevgilim hep gökyüzüne Ay uzansýn alnýndan kirpiklerine Gökyüzüne bak sevgilim hep gökyüzüne An eski anýlarý aðla gönlünce Aðla aðla aðla gönlünce Zaman geçti sanki bir rüzgar gibi Sana dönmez dediler sevdi mi senin gibi Tam bulmuþken onu böyle bir aþký Bana sadece bak þarkýsý kaldý Renkmiþ ýþýkmýþ umurumda deðil Þimdi ne deniz mavi nede yapraklar yeþil Gökyüzüne bak sevgilim hep gökyüzüne Ay uzansýn alnýndan kirpiklerine Gökyüzüne bak sevgilim hep gökyüzüne An eski anýlarý aðla gönlünce Söyle söyle söyle gönlünce,aşk
İtildik,maNga,"[1. Bölüm] Bir kez daha kazık yedik, bekledik Durduk mal gibi, gene güvendik Gene inandık, gene sevindik Umutsuzluğa düşünce bile direndik Engel tanımayıp yolumuza devam ettik derken Bir şeyi geç anladık Meğer asıl engel bunca zaman inandığımız insanlarmış, farkettik Gene kazık yedik, gene kazık yedik, gene güvendik Bütün düşler boşuna Merdiveni olmayan bir kuyuya itildik, itildik, itildik, biz itildik! [Nakarat] ""Tam inandık, tam güvendik, tam sevindik"" derken Vurdular bizi ""Tam inandık, tam güvendik, tam sevindik"" derken Kovdular bizi [2. Bölüm] Sonra bir kez daha kazık yedik bekledik Beraber uçacağız dendi gene sevindik Gene inandık, gene güvendik Bu kez umutsuzluğa düşer gibi değildik Engel tanımayıp, her şeyin üstünden uçacağız derken Bir şeyi geç anladık; Meğer asıl engel, taktığımız sahte kanatlarmış Fark ettik Gene kazık yedik, gene güvendik Bütün düşler boşuna Merdiveni olmayan bir kuyuya itildik, itildik, itildik, biz itildik! [Nakarat] ""Tam inandık, tam güvendik, tam sevindik"" derken Vurdular bizi ""Tam inandık, tam güvendik, tam sevindik"" derken Kovdular bizi [Köprü] Bir kez daha kazık yedik, bekledik Durduk mal gibi, gene güvendik Gene inandık, gene sevindik Umutsuzluğa düşünce bile direndik Gene kazık yedik, gene güvendik Bütün düşler boşuna Merdiveni olmayan bir kuyuya itildik, itildik, itildik, biz itildik! [Nakarat] ""Tam inandık, tam güvendik, tam sevindik"" derken Vurdular bizi ""Tam inandık, tam güvendik, tam sevindik"" derken Kovdular bizi",umut
Alev Alev,Nev,"Umudum içimdeki senden daha büyük Senin aşkın yangın yeri Bense küllerimi çoktan savurdum Her aklıma estiğinde,kıvılcımların uçuşurken Senden kalan bu közden alev olup yanılır mı? Alev alev yanarken,mumlar gibi erirken Kül olup da savrulurken duydun mu feryadımı? Duman olup da kapkara uçup giderken sessiz Alevsiz duman olmaz anladın değil mi? Umudum içimdeki anılarımdan daha güçlü Senin aşkın zindan yeri Bense gönlümü çoktan salıverdim Her aklıma geldiğinde şöyle bir düşünürüm de Gururum içimdeki özleminden daha güçlü Alev alev yanarken,mumlar gibi erirken Kül olup da savrulurken duydun mu feryadımı? Duman olup da kapkara uçup giderken sessiz Alevsiz duman olmaz anladın değil mi? Sen aşkına aşıksın ben sadece bahane Yalnızlıktan korkup da sana hala aşığım deme Kafesini açıverdim gönül kuşum uçsun diye Bağışladım hayatımı sana teşekkür bile ettim Alev alev yanarken,mumlar gibi erirken Kül olup da savrulurken duydun mu feryadımı? Duman olup da kapkara uçup giderken sessiz Alevsiz duman olmaz anladın değil mi? İçin için yansam da bir daha ben dönmem geri Bu defa çiğnemem kendimi,senden kalan bu mazi...",melankoli
Anla Halimden,Kayahan,Bir daha Bir daha gelmek olsa dünyaya Düþünmeden düþerdim yine yollarýna Bir daha Bir daha gelmek olsa dünyaya Düþünmeden atýlýrým kollarýna Çýkamam menzilinden Tutsaðým esirim ben Anla halimden Günlerim sana kilitlenmiþ Geceler sana düðümlenmiþ Bu caným sana mühürlenmiþ Çýkamam senin menzilinden Günlerim sana kilitlenmiþ Geceler sana düðümlenmiþ Ecelim sana mühürlenmiþ Çýkamam senin menzilinden Çýkamam menzilinden Tutsaðým esirim ben Anla halimden,melankoli
Doğru Yanlış,mor ve tesi,"[Bölüm 1] O kadar çok şey var ki Birer birer söylesem bile çok ağır kaçar Bir de her zaman hayatın o bildik mutlak gerçekleri vardı O zaman birazcık anlamsız konuşmam gerek Sadece sadece seslerle yetinmem gerek [Nakarat] Bazen doğru bazen yanlış Bir şey söylemem imkansız Eğlenmek lazım uyumak lazım Düşünme dur neme lazım Bazen doğru bazen yanlış Bir şey söylemem imkansız Eğlenmek lazım uyumak lazım Düşünme dur [Bölüm 2] Mutluluk her yanda Üzülmek için dinozor olmam gerek Para varsa sorun yok Para olmaz mı, havalar nasıl? Sonbahar gelince hiç kimse asla kaygılanmaz Kışlar soğuktur Ama evsiz yok Kimse takmaz [Nakarat] Bazen doğru bazen yanlış Bir şey söylemem imkansız Eğlenmek lazım uyumak lazım Düşünme dur neme lazım Bazen doğru bazen yanlış Bir şey söylemem imkansız Eğlenmek lazım uyumak lazım Düşünme dur [Çıkış] Bazen doğru bazen yanlış Kim demiş ""ülkem geri kalmış"" Bazen doğru bazen yanlış Kim demiş ""ülkem geri kalmış""",korku
